city_name,overall_risk,general_fund_reserves_risk,debt_burden_risk,liquidity_risk,revenue_trends_risk,pension_obligations_risk,pension_funding_risk,pension_costs_risk,future_pension_costs_risk,opeb_obligations_risk,opeb_funding_risk,overall_points,general_fund_reserves_points,debt_burden_points,liquidity_points,revenue_trends_points,pension_obligations_points,pension_funding_points,pension_costs_points,future_pension_costs_points,opeb_obligations_points,opeb_funding_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,end_year,county_name,zip,entity_name,eligible,total_registered,democratic,republican,american_independent,green,libertarian,peace_and_freedom,unknown,other,no_party_preference,AMI
Irwindale,Low,LOW,LOW,LOW,HIGH,LOW,LOW,MODERATE,MODERATE,LOW,HIGH,87.92,30,15,10,2.38,9.04,4.65,3.33,3.06,8.96,1.5,1.06,0.07,2.68,-0.01,0.37,0.93,0.06,0.07,0.38,0.3,1473,0.158,38656746,14427602,2089567,31737971,-0.02,28924403,27175268,30112196,32081720,28924403,22535944,21827129,22225394,11899412,0,94266511,100902747,1785377,2112629,11983486,2020,Los Angeles,91706,Irwindale,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Jackson,Moderate,MODERATE,HIGH,LOW,HIGH,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,57.28,12.63,6.41,10,2,6.96,3.45,3.33,2.5,10,0,0.32,1.23,8.11,-0.04,0.63,0.69,0.06,0.09,0.16,0,4973,0.091,1359996,167771,12944869,10565081,1.06,1167433,3692173,294201,450716,1167433,4009733,3690803,3680877,6677363,0,16032248,23119677,684504,985107,1703049,2020,Amador,95642-2393,Jackson,27210,25605,7214,12000,1141,101,381,72,34,88,4574,86600
Jurupa Valley,Low,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,LOW,79.94,13.81,15,6.25,4.88,10,5,5,5,10,5,0.35,0.11,1.25,0.19,NA,NA,NA,NA,NA,NA,109745,0.089,17060903,13648636,6957392,63259051,0.78,15070886,43252798,4790657,8098034,15070886,35114239,41141756,49194287,NA,NA,NA,NA,NA,NA,NA,2020,Riverside,92509,Jurupa Valley,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Kerman,Low,LOW,MODERATE,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,94.64,30,12.91,10,5,10,3.95,4.17,3.61,10,5,1.09,0.45,12.79,0.25,0.21,0.79,0.03,0.05,NA,NA,15339,0.107,4457333,348524,7937008,17574310,0.33,6660920,6106217,3807259,4426596,6660920,5376542,6541912,8340540,3640588,0,15321241,19443505,515827,954920,NA,2020,Fresno,93630-1799,Kerman,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
King City,Moderate,HIGH,MODERATE,HIGH,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,52.84,0,13.33,0.55,4,9.04,3.7,3.89,3.33,10,5,-0.05,0.4,0.11,0.12,0.37,0.74,0.04,0.06,NA,NA,13968,0.066,192045,1817768,6672286,16841968,0.37,-444147,8118551,-1142719,-884981,-444147,6361862,7131632,7939982,6232004,0,19067013,25651523,651494,1030617,NA,2020,Monterey,93930,King City,244481,206917,107230,41877,5558,922,1614,908,1941,193,46674,90100
Kingsburg,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,89.15,26.71,14.58,10,4.13,9.2,3.7,2.5,3.33,10,5,0.72,0.25,3.15,0.13,0.35,0.74,0.09,0.06,NA,NA,12389,0.075,1638950,520901,5560974,22116975,0.08,5152461,7182332,4491553,5328566,5152461,5447503,5984383,6881047,7706152,0,20699720,28063731,1902272,1379866,NA,2020,Fresno,93631,Kingsburg,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
La Canada Flintridge,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,84.72,30,9.08,10,3.13,10,3.9,4.44,4.17,10,0,1.06,0.91,4.53,0.05,0.15,0.78,0.02,0.03,0.2,0,19730,0.068,18962674,4183702,21788386,23998831,0.13,15903969,14951559,12645943,12672988,15903969,15629848,16393478,17161802,3580267,0,13974366,17942164,421967,736752,4719722,2020,Los Angeles,91011,La Canada Flintridge,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
La Habra,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,57.62,10.26,10.83,10,2.88,4.64,3.5,2.5,1.11,10,1.9,0.26,0.7,2.67,0.03,0.92,0.7,0.09,0.14,0.05,0.38,62285,0.094,12373062,4631382,63697243,91371355,0.3,12157672,47119104,7358051,10667970,12157672,45661370,48583838,48030895,83958297,0,213647147,304878486,7888066,12520097,4366098,2020,Orange,90631,La Habra,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
La Habra Heights,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,89.43,30,15,10,2.75,10,3.9,4.17,3.61,10,0,1.81,0.02,12.11,0.02,0.21,0.78,0.03,0.05,0.06,0,5212,0.089,6956347,574212,138760,6421350,0.05,6627387,3652662,6105745,6385325,6627387,3421344,3644293,3516109,1331156,0,5375834,6870863,192887,312794,374403,2020,Los Angeles,90631,La Habra Heights,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
La Mesa,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,66.3,22.02,11.91,10,2.88,1.6,3.35,1.94,0,10,2.6,0.62,0.57,18.95,0.03,1.3,0.67,0.11,0.19,0.05,0.52,59724,0.094,37567714,1982564,43555944,75893491,0.01,32051168,51392107,31565648,31499284,32051168,46583204,49265774,49341238,98467833,0,214933471,319646011,8614325,14154467,3594282,2020,San Diego,92041-0314,La Mesa,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
La Mirada,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,92.71,30,15,10,2,9.36,3.85,3.89,3.61,10,5,0.95,0.18,10.41,-0.04,0.33,0.77,0.04,0.05,-0.1,1.26,47384,0.119,46479891,4465677,8602039,48390113,-0.06,45877942,48179398,52163418,52487441,45877942,44376444,44684186,40824909,15812132,0,55671267,72757164,1892720,2335974,NA,2020,Los Angeles,90638,La Mirada,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
La Palma,Low,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,HIGH,HIGH,LOW,MODERATE,78.66,26.25,15,10,2.38,4.48,3.85,2.22,0.83,10,3.65,0.7,0.03,2.66,-0.01,0.94,0.77,0.1,0.15,0.04,0.73,15415,0.078,13220015,4972955,534019,18012595,0.1,9106453,13047237,7649007,9274649,9106453,11789540,12057831,11561652,16954185,0,63009993,81616405,1749633,2734704,749370,2020,Orange,90623,La Palma,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
La Puente,Low,LOW,MODERATE,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,88.03,30,11.16,10,4.5,9.76,3.4,4.17,3.89,10,1.15,1.05,0.66,6.33,0.16,0.28,0.68,0.03,0.04,0.12,0.23,39215,0.13,13745090,2171351,17159210,25980934,0.33,14055671,13370490,7997394,9772265,14055671,12696662,14646970,16961227,7334797,0,16294276,24090862,683377,1038879,3183520,2020,Los Angeles,91744,La Puente,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
La Quinta,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,95.01,30,15,10,2.75,10,3.65,4.44,4.17,10,5,1.55,0.02,8.29,0.02,0.17,0.73,0.02,0.03,0,1.03,42271,0.103,99232880,11967288,1650281,81541014,0.09,81596468,52678343,68847118,77413905,81596468,56310808,62990437,57679927,13458200,0,39284570,53787443,1479137,2262280,NA,2020,Riverside,92253,La Quinta,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
La Verne,Moderate,MODERATE,LOW,LOW,HIGH,MODERATE,LOW,LOW,MODERATE,LOW,HIGH,66.61,10.42,15,10,2.38,4.56,4.85,4.17,3.33,10,1.9,0.29,0.12,4.33,-0.01,0.93,0.97,0.03,0.06,0.1,0.38,32160,0.105,9878657,2278852,6972266,59682077,0.02,10212681,34891374,9842672,10191859,10212681,30471201,31282486,29887781,4215953,51475000,194666026,201379568,2036539,3696208,6128805,2020,Los Angeles,91750,La Verne,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Lafayette,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,96,30,15,10,2.75,10,5,5,5,10,3.25,1,0.15,7.12,0.02,NA,NA,NA,NA,0.01,0.65,25992,0.056,16969218,2383144,4171494,28170505,0.1,16111576,16050880,13370306,14150102,16111576,17917603,17866909,18424719,NA,NA,NA,NA,NA,NA,187392,2020,Contra Costa,94549,Lafayette,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Laguna Beach,Low,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,81.16,30,14.66,10,2.38,6.48,3.75,2.5,1.39,10,0,0.77,0.24,7.87,-0.01,0.69,0.75,0.09,0.13,0.03,0,22687,0.07,68077679,8650326,23541818,97235728,0.02,62824815,81487526,60476246,64949593,62824815,81328850,88020317,80357811,67135898,0,224974598,298847975,8579125,12755987,3122463,2020,Orange,92651,Laguna Beach,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Laguna Hills,Low,MODERATE,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,77.44,12.25,14.83,10,2.75,10,4,4.44,4.17,10,5,0.33,0.22,3.25,0.02,0.16,0.8,0.02,0.03,NA,NA,31197,0.075,8234434,2530861,5619556,25279018,0.08,8282906,25421637,7245472,8306805,8282906,21243012,22047533,21846623,3995763,0,17683512,22166778,488471,842328,NA,2020,Orange,92653,Laguna Hills,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Laguna Niguel,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,HIGH,81.18,21.47,15,10,2.25,10,3.85,4.44,4.17,10,0,0.68,0.02,8.42,-0.02,0.17,0.77,0.02,0.03,0.05,0,64569,0.077,42674765,5067145,828825,48905895,-0.26,40818817,59959362,74182720,56536862,40818817,45776989,43809474,44183014,8504317,0,30769391,40150051,1097738,1646914,2481094,2020,Orange,92677,Laguna Niguel,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Laguna Woods,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,95.74,30,15,10,3,10,5,4.72,4.72,10,3.3,1.72,0.01,15.82,0.04,0,1.01,0.01,0.01,0.01,0.66,15819,0.068,10284172,649889,98376,7676829,0.01,10113005,5872459,9878287,9778122,10113005,5711011,6351788,6147530,15529,0,3305191,3287265,58783,63023,51013,2020,Orange,92653,Laguna Woods,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Lake Elsinore,Moderate,MODERATE,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,54.53,9.23,0,10,2.88,10,3.7,4.44,4.44,9.84,0,0.26,2.55,2.08,0.03,0.15,0.74,0.02,0.02,0.27,0,65867,0.101,11337114,5458767,213709429,83677301,0.01,11035706,42311820,10807854,11067741,11035706,40325413,40946003,42078974,12380534,0,37310668,50348631,1529732,2003320,22922250,2020,Riverside,92530,Lake Elsinore,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Lake Forest,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,94.84,30,15,10,2.75,10,4.95,4.72,4.72,10,2.7,1.39,0.01,10.63,0.02,0,0.99,0.01,0.01,0.01,0.54,85329,0.07,68811040,6471509,844324,76250534,0.16,67904205,48762673,50929392,52603715,67904205,50653071,54795849,52410291,-296877,0,34101645,34526587,637268,854346,457820,2020,Orange,92630,Lake Forest,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Lakeport,Low,LOW,HIGH,LOW,LOW,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,77.39,30,6.91,10,4,7.52,3.85,3.61,2.78,8.72,0,0.92,1.17,10.7,0.12,0.56,0.77,0.05,0.08,0.41,0,4963,0.06,3525410,329549,19635120,16769806,0.22,5365088,5859106,3651520,4153224,5365088,5473700,6258331,6805160,7349644,2099998,26557165,34706655,828506,1264062,6895559,2020,Lake,95453,Lakeport,48342,37262,14398,11180,1713,292,457,220,76,104,8822,80300
Lakewood,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,83.87,23.35,15,10,2.88,7.92,3.8,3.61,3.06,10,4.25,0.65,0.15,6.53,0.03,0.51,0.76,0.05,0.07,0.02,0.85,78119,0.122,31655929,4850594,11590175,76113762,0.02,32601274,50341069,31311741,32076789,32601274,46364813,49861778,48299734,38594401,0,130102282,171638072,4137223,5681354,1775959,2020,Los Angeles,90712,Lakewood,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Lancaster,Low,LOW,MODERATE,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,75.3,17.37,11.66,10,3.88,9.36,3.4,4.17,3.61,10,1.85,0.44,0.6,2.47,0.11,0.33,0.68,0.03,0.05,0.09,0.37,155822,0.151,22314237,9019403,112775433,187477809,0.32,35607216,80136421,21369304,33644806,35607216,62091871,82526013,73069248,61325669,0,142006481,207948600,6405683,9778706,17310171,2020,Los Angeles,93534,Lancaster,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Larkspur,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,LOW,LOW,MODERATE,LOW,HIGH,62.09,16.41,9.33,10,2.75,2.96,5,3.89,2.78,8.72,0.25,0.42,0.88,8.76,0.02,1.13,1,0.04,0.08,0.41,0.05,12236,0.048,14268860,1628433,27605180,31544162,0.19,14845577,35540836,10589515,13659324,14845577,18085387,19430174,18838454,17142352,18411697,67861751,67871834,1328749,2386333,12893779,2020,Marin,94939,Larkspur,180089,175192,105707,23248,4240,1023,1261,333,528,614,38238,166000
Lathrop,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,MODERATE,95.13,30,14.91,10,2.88,10,3.95,4.72,4.72,10,3.95,1.43,0.21,9.21,0.03,0.05,0.79,0.01,0.01,0.01,0.79,26373,0.096,35661291,3872708,24798519,116786336,0.31,36584915,25522634,21538365,31169562,36584915,22852580,28813955,23193183,5723799,0,24467306,30884356,917576,1419689,1154868,2020,San Joaquin,95330,Lathrop,466484,366394,158590,105540,11974,1019,3414,2001,3352,1597,78907,85000
Lawndale,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,86.13,27.23,15,10,4,9.28,3.8,3.89,3.33,9.6,0,0.69,0.04,6.51,0.12,0.34,0.76,0.04,0.06,0.3,0,31935,0.147,10166390,1561256,966831,22864422,0.34,10911737,15794522,6143591,8920502,10911737,13457727,15145330,16756025,7828276,0,26576508,35132653,837600,1324729,6965096,2020,Los Angeles,90260,Lawndale,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Lemon Grove,Low,MODERATE,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,74.62,15.78,15,10,3.38,9.44,3.8,3.89,3.33,10,0,0.43,0.07,4.03,0.07,0.32,0.76,0.04,0.06,0.15,0,26528,0.117,7359092,1825105,1700348,25950470,0.07,6223357,14511900,5455171,6076600,6223357,13596665,15199357,15366235,8301768,0,29020573,38150989,1049105,1566669,3979861,2020,San Diego,91945,Lemon Grove,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Lemoore,Moderate,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,69.85,16.16,6.91,10,3,8.64,3.75,3.61,2.78,10,5,0.46,1.17,4.5,0.04,0.42,0.75,0.05,0.08,NA,NA,26331,0.097,5286934,1174179,37378677,31840485,-0.02,5439105,11884780,8334434,3510619,5439105,10038013,10926060,10771214,13403737,0,43351793,58087182,1728021,2484438,NA,2020,Kings,93245,Lemoore,82674,60100,19995,23874,1981,147,644,275,420,280,12484,80300
Lincoln,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,86.73,26.15,14.74,10,3.75,10,3.75,4.17,3.61,9.76,0.8,0.72,0.23,14,0.1,0.25,0.75,0.03,0.05,0.28,0.16,48996,0.077,12828687,916591,20841563,90735811,0.04,14611545,20382052,13940732,11744284,14611545,17887587,20275583,21446767,22596016,0,73922480,98531033,2951400,4336093,25842662,2020,Placer,95648,Lincoln,287216,270599,82925,112511,9595,889,4610,609,1288,1261,56911,102200
Lindsay,Moderate,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,62.16,17.37,5.41,10,3.38,6.8,3.65,3.33,2.22,10,0,0.44,1.35,7.3,0.07,0.65,0.73,0.06,0.1,0.14,0,12908,0.216,2640503,361594,19184878,14262701,1.01,3168406,7272696,-5667736,-4171326,3168406,6317405,7505230,7029443,9262536,0,25695333,35437428,922615,1414925,1958240,2020,Tulare,93247,Lindsay,267962,199725,65955,76457,7270,534,2005,1002,1755,873,43874,80300
Live Oak,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,94.82,30,13.49,10,3.75,10,3.7,4.44,4.44,10,5,1.26,0.38,9.82,0.1,0.1,0.74,0.02,0.02,-0.01,1.4,9048,0.093,3817738,388738,7153393,18654360,-0.05,4451746,3540387,4976323,4655053,4451746,2856777,3682462,3332471,1837496,0,5544009,7475151,310939,304426,NA,2020,Sutter,95953,Live Oak,61601,52096,15941,21309,1931,122,566,210,318,3756,7943,80300
Livermore,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,73.38,20.55,11.83,10,3,7.12,3.55,3.06,2.22,10,2.05,0.56,0.58,10.38,0.04,0.61,0.71,0.07,0.1,0.22,0.41,91617,0.072,62232532,5994092,123292853,212109647,0.07,64370831,114169983,56007883,59329194,64370831,109641632,117420762,118435835,128643199,0,352859361,493824555,15100064,21304151,46948555,2020,Alameda,94550-4899,Livermore,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Livingston,Moderate,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,70.63,15.44,11.58,10,2.75,9.44,3.75,3.89,3.33,10,0.45,0.43,0.61,5.45,0.02,0.32,0.75,0.04,0.06,0.12,0.09,14926,0.075,3339701,612967,11914340,19601990,0.03,3302912,7650290,3134116,3519186,3302912,6764720,6831069,6976663,6210450,0,20253965,27074304,686189,1170729,2391966,2020,Merced,95334,Livingston,161916,117174,50327,33523,4176,366,1068,670,154,342,26548,80300
Lodi,Moderate,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,58.16,9.38,9.33,10,4.13,6.32,3.25,3.33,2.22,10,0.2,0.27,0.88,4.01,0.13,0.71,0.65,0.06,0.1,0.13,0.04,68186,0.101,29131154,7269460,175575852,199075376,-0.04,15231601,56655587,18767905,11735857,15231601,45288116,49425335,57712211,141824270,0,273284629,420439839,11191385,19302292,26264611,2020,San Joaquin,95241-1910,Lodi,466484,366394,158590,105540,11974,1019,3414,2001,3352,1597,78907,85000
Loma Linda,Low,MODERATE,MODERATE,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,74.05,14.53,12.16,10,2.38,10,4.5,3.89,3.89,10,2.7,0.46,0.54,2.88,-0.01,0.19,0.9,0.04,0.04,0.01,0.54,24581,0.071,13638429,4743366,24100485,44367009,-0.2,10060756,21849516,15738526,11345964,10060756,20417033,23214046,19846282,8506850,0,62751561,69745802,1711873,1939167,383569,2020,San Bernardino,92354,Loma Linda,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Lomita,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,79.48,24.06,13.74,10,3,8.72,3.65,3.89,3.06,9.36,0,0.67,0.35,5.99,0.04,0.41,0.73,0.04,0.07,0.33,0,19851,0.07,6888495,1149626,6849012,19842405,0.03,6657527,9900885,6366662,6920096,6657527,9021984,10406282,9640433,8067243,0,23039734,31643515,723755,1295373,6451577,2020,Los Angeles,90717,Lomita,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Lompoc,High,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,LOW,40.85,0,8.83,2.45,3,4.88,3.45,2.78,1.11,10,4.35,0,0.94,0.49,0.04,0.89,0.69,0.08,0.14,0.02,0.87,42253,0.107,1207831,2476949,96567984,102372625,-0.71,-119255,35809968,2511283,1661494,-119255,28354129,29409980,30241210,90600620,0,219748215,317005977,8680340,14175125,2374175,2020,Santa Barbara,93438,Lompoc,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Long Beach,Moderate,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,46.81,7.73,1.75,8.8,2.75,6.88,3.9,3.06,1.94,10,0,0.22,1.79,1.76,0.02,0.64,0.78,0.07,0.11,0.01,0,454681,0.133,103030000,58569000,3414832000,1908857000,-0.01,128563000,592010000,130175000,120073000,128563000,506342000,549860000,521733000,1205496000,6763000,4332236559,5537732584,136219000,201253748,9655000,2020,Los Angeles,90802,Long Beach,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Loomis,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,91.21,30,15,10,3.25,10,4.35,4.44,4.17,10,0,0.83,0.03,31.96,0.06,0.11,0.87,0.02,0.03,0.03,0,6844,0.056,3851795,120512,191615,6553431,0.06,4382106,5287454,4027319,5008294,4382106,4201003,4713697,4657849,706991,0,5663025,6494381,146323,206936,224269,2020,Placer,95650,Loomis,287216,270599,82925,112511,9595,889,4610,609,1288,1261,56911,102200
Los Alamitos,Low,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,HIGH,LOW,HIGH,73.07,30,14.49,10,2.88,1.76,3.55,1.67,0,8.72,0,0.76,0.26,9.59,0.03,1.28,0.71,0.12,0.19,0.41,0,11386,0.089,10146794,1057711,4104808,16001183,0.16,10267433,13450528,7710346,8784805,10267433,13712259,14165860,14431458,20419171,0,53751769,75891529,1953989,2983938,6568452,2020,Orange,90720,Los Alamitos,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Los Altos,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,75.57,19.23,15,10,3.25,6.64,3.55,3.06,1.94,10,2.9,0.58,0.12,4.76,0.06,0.67,0.71,0.07,0.11,0.02,0.58,30281,0.042,37254024,7833384,6817764,58645665,-0.11,33634569,58420973,43461831,45861612,33634569,41177393,45715859,46036748,39132989,0,101903118,144272924,4318698,6223895,1382311,2020,Santa Clara,94022,Los Altos,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Los Altos Hills,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,96.49,30,15,10,3.63,10,4.25,4.44,4.17,10,5,1.56,0.01,5.65,0.09,0.12,0.85,0.02,0.03,-0.01,1.12,8400,NA,19185860,3395294,183269,18169863,0.16,15618140,10008520,11729294,12346955,15618140,11255395,12043273,13213901,2203151,0,14120718,16616085,397870,543893,NA,2020,Santa Clara,94022,Los Altos Hills,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Los Angeles,Moderate,HIGH,HIGH,LOW,MODERATE,LOW,LOW,MODERATE,LOW,LOW,MODERATE,48.59,5.39,0,7.55,3.13,8.08,4.25,2.5,4.04,10,3.65,0.15,2.06,1.51,0.05,0.49,0.85,0.09,NA,0.15,0.73,3970219,0.129,1434035000,947032000,35986970000,17463553000,0.03,929234000,6178762000,887392000,1050693000,929234000,5249932000,5637072000,5744551000,8541000000,0,49064881000,57605882000,1494131000,NA,2674034000,2020,Los Angeles,90012,Los Angeles,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Los Banos,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,91.28,30,15,10,4.25,9.36,3.7,3.89,3.33,10,1.75,1.17,0.09,12.47,0.14,0.33,0.74,0.04,0.06,0.24,0.35,40571,0.153,20907996,1676303,6056885,69581911,0.29,21683562,18517349,13120621,15829976,21683562,16063614,17898298,20995176,23063963,0,72137352,97133910,3012522,4375364,17027534,2020,Merced,93635,Los Banos,161916,117174,50327,33523,4176,366,1068,670,154,342,26548,80300
Los Gatos,Moderate,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,HIGH,HIGH,LOW,HIGH,68.13,19.1,15,10,2.88,2.48,3.65,1.67,0,10,3.35,0.55,0.09,3.37,0.03,1.19,0.73,0.12,0.18,0.19,0.67,30266,0.059,37644118,11161570,4356114,48039005,-0.03,28665519,52323890,30428684,32955211,28665519,40529416,43622934,42715907,57230935,0,154386329,212408607,5931509,8747827,9126387,2020,Santa Clara,95031,Los Gatos,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Lynwood,Moderate,HIGH,HIGH,HIGH,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,HIGH,42.58,5.68,1.92,3.6,2.75,8.32,3.4,3.61,3.06,9.44,0.8,0.15,1.77,0.72,0.02,0.46,0.68,0.05,0.07,0.32,0.16,68508,0.145,5523837,7671226,125458876,70862593,0.12,5521775,36195379,4872143,7055987,5521775,32562763,36688352,33556008,32811954,0,89436560,130659310,3314511,5311535,22930361,2020,Los Angeles,90262,Lynwood,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Madera,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,76.04,25.79,9.83,10,3.5,7.36,3.45,3.33,2.78,10,0,0.66,0.82,6.28,0.08,0.58,0.69,0.06,0.08,0.04,0,66723,0.109,19820931,3157139,69067691,84539365,0.19,24479303,37038979,17446826,19061342,24479303,29482146,32474454,34273008,49227483,0,113850727,165333583,5243417,7056515,3284428,2020,Madera,93637,Madera,90184,67909,22342,26916,2428,191,667,388,424,349,14204,80300
