city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_unemployment_5yr,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_college,county_per_cap_precints,good_pension_health,is_county_job_center
Menlo Park,San Mateo,94025,Low,85.56,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.65,0.27,5.59,0.15,0.55,0.75,0.06,0.11,-0.03,1.14,44610050,7983455,27314191,101465078,0.16,42427142,65390253,31822736,35711323,42427142,52989466,60990425,70228408,55609977,0,183693852,244284701,6281504,10715718.5,NA,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Merced,Merced,95340,Moderate,68.76,0.6923899026027232,0.46090000000000003,0.4029,118,0.43,0.4,8.86,0.07,0.64,0.73,0.06,0.11,0.23,0.06,19530605,2204948,54713573,136908209,0.09,17768344,41799333,15192640,15616507,17768344,37906962,39986340,43164247,84179998,3810000,238347062,327284640,8288423,15064748.12,31278000,0.11880000000000002,0.17300000000000001,28.195091596578703,252302,27008,88875,36057,29.6,0.5032838668313813,0.125,4.6769347845042846e-4,FALSE,FALSE
Mill Valley,Marin,94941,Moderate,57.87,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.23,0.31,3.74,0.04,0.86,0.74,0.08,0.14,0.49,0.33,9666380,2583683,14872789,47861532,0.04,8371100,35946411,7750455,8517509,8371100,32111083,34739931,34829281,38191140,3100000,118253715,159727017,3806227,6759071.72,23540978,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,FALSE,TRUE
Millbrae,San Mateo,94030,Moderate,62.68,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.47,0.99,5.51,0.06,0.98,0.7,0.06,0.1,0.11,0.52,17765255,3223579,62747123,63585455,-0.15,16683214,35366665,23072970,19258511,16683214,29309882,30075698,32470240,48749947,13522022,120174926,171688457,4082444,6150113.41,6752121,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Milpitas,Santa Clara,95035,Low,83.69,0.7060058122206997,0.6068,0.5729,1142,0.84,0.09,6.13,0.09,0.87,0.67,0.08,0.13,0.2,0.5,96896785,15811253,20147588,215999716,0.34,90422146,107256844,52532102,82767859,90422146,91988094,99123231,108104033,187096081,0,405332851,605816789,17153188,28935109.94,43904884,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Mission Viejo,Orange,92691,Low,83.6,0.8640684252298959,0.6275,0.4654,2109,0.57,0.44,5.8,0.04,0.25,0.78,0.03,0.05,-0.01,1.11,34211632,5901090,35277819,79873067,0.06,34324486,59754583,31019396,29485180,34324486,59120350,58672375,63356854,19999859,0,73351960,94487650,2401838,4178241.9,NA,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Modesto,Stanislaus,95353,Moderate,45.35,0.7125961812482189,0.5047,0.5289,447,0.16,1.22,1.38,0.04,0.79,0.69,0.07,0.13,0.07,0,12963064,9380196,486024986,399366212,-0.1,20650353,133122064,25164000,21189859,20650353,118812169,126259696,128986559,314991499,0,770318698,1112153710,26140693,50021634.84,26892158,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
Monrovia,Los Angeles,91016,Moderate,47.52,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.14,1.01,2.28,0.07,1.39,0.99,0.05,0.08,0.42,0,4364372,1913603,76399452,75880670,0.02,5998612,42594617,5820692,6094181,5998612,30831192,33219484,35108087,-2301987,107900000,324683112,327876318,3645924,6377459.44,31789000,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Montague,Siskiyou,96064,Low,95.35,0.7847023827055046,0.6397999999999999,0.6133,72,3.03,0.41,74.63,0.16,0.16,0.8,0.01,0.04,NA,NA,963431,12909,796619,1921114,0.08,1009112,333399,880561,820882,1009112,393720,394671,519559,308103,0,1440236,1793198,25628,71812.86,NA,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,TRUE,FALSE
Montclair,San Bernardino,91763,Moderate,54.68,0.6748090460761734,0.5012,0.37189999999999995,1391,0.42,0.88,6.51,0.04,1.28,0.69,0.1,0.19,0.22,0,10552368,1621909,47208962,53630556,0.01,14152817,33617401,13880997,13860935,14152817,31506545,32001505,33796520,68473398,0,159892664,233064886,5540282,9929081.64,11611958,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Monte Sereno,Santa Clara,95030,Low,91.3,0.7060058122206997,0.6068,0.5729,1142,1.43,0.01,49.09,0.1,0.11,0.9,0.02,0.05,0.23,0,5771307,117572,33561,3758600,-0.02,5678916,3979529,5942841,5855210,5678916,2708961,3046909,3291798,408507,0,4871521,5400624,79188,179506.16,857971,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,TRUE,TRUE
Montebello,Los Angeles,90640,Moderate,56.61,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.29,0.93,2.19,0.06,1.07,0.69,0.1,0.04,0.24,0,22051293,10082162,116662875,125786311,0.35,14542796,50448727,7995872,11287858,14542796,40356389,41515893,45008706,134526708,0,321636904,466203908,11996170,5487665.29,29957151,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Monterey,Monterey,93940,Moderate,55.1,0.6775766701887825,0.562,0.588,184,0.31,0.57,1.31,0.07,1.01,0.68,0.1,0.17,0.07,0.24,9438365,7230127,81545092,143450438,0.25,24328195,79603874,16479321,15689371,24328195,71328981,75553480,80574098,144838553,0,324519649,479430569,13685172,24122096.82,9350022,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Monterey Park,Los Angeles,91754,Low,75.62,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.76,0.39,8.53,0.06,1.16,0.72,0.11,0.17,0.31,0.18,32129653,3766969,38066812,96652856,0.06,32479633,42476620,29386312,29886581,32479633,40384168,41019677,45070511,99036946,12635000,269363914,375634994,10844126,16427368.84,30344000,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Moorpark,Ventura,93021,Low,76.85,0.8138416978089583,0.6566,0.43520000000000003,602,0.23,0.02,3.38,0.11,-0.02,1,0.01,0.03,-0.01,1.19,4724783,1396243,536662,32367948,0.25,4506117,19988630,3011336,4428985,4506117,16453361,19315069,20330941,-522536,0,39066911,39143817,456461,810121.33,NA,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,TRUE,FALSE
Moraga,Contra Costa,94556,Low,90.94,0.7539949308861223,0.6535,0.4758,854,0.9,0.46,10.13,0.05,0.38,0.76,0.02,0.08,NA,NA,4046311,399276,7474734,16249457,0.14,8213141,9139416,7001356,5500590,8213141,7442123,7998461,8269347,6135349,0,21920328,28975276,280636,1352971.41,NA,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
Moreno Valley,Riverside,92553,Low,79.57,0.6519685051631071,0.5115,0.4153,1403,0.54,0.54,3.47,0.09,0.31,0.67,0.03,0.05,0.03,0.62,64534397,18575482,116598495,217293991,0.09,54759941,102279118,47736679,44277280,54759941,92539983,103125363,110187612,68092267,0,148416886,221313159,7210453,10827757.78,6453487,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Morgan Hill,Santa Clara,95037,Low,73.64,0.7060058122206997,0.6068,0.5729,1142,0.45,0.44,11.68,0.12,0.44,0.72,0.05,0.08,0.05,0.19,16271715,1392655,46225226,105073247,0.15,18751008,41604430,14379374,14715819,18751008,35364556,37643866,43931138,45891565,0,130654411,180701562,5502661,8794985.95,4777035,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Morro Bay,San Luis Obispo,93442,Moderate,66.8,0.8320743034055728,0.6917,0.5104,152,0.34,0.1,3.53,0.05,0.74,0.72,0.03,0.12,0.08,0,4985485,1410784,3369483,32840433,0.17,4780102,14219049,3531710,4025148,4780102,12440576,13198834,13529873,24225416,144,65327892,90797535,886034,3871122.79,2778103,0.0548,0.092,46.34423912435436,268145,38951,149202,40191,39.4,0.5117972380998305,0.315,5.668574838240504e-4,FALSE,FALSE
Mountain View,Santa Clara,94039,Low,88.12,0.7060058122206997,0.6068,0.5729,1142,0.89,0.42,11.36,0.11,0.54,0.74,0.06,0.1,0.07,0.83,147087000,12948000,168316000,397540000,0.1,142239000,159680000,117728000,126598000,142239000,141832000,155401000,172709000,216223000,0,605704633,823189196,23897000,38695039.46,25967000,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Mt. Shasta,Siskiyou,96067,Low,73.88,0.7847023827055046,0.6397999999999999,0.6133,72,0.3,0.14,3.02,0.01,0.4,0.75,0.02,0.08,NA,NA,829798,274511,1323897,9137299,0.15,1126592,3771844,897507,1253502,1126592,3520797,3304704,3568509,3616146,0,12059466,15990671,220664,711848.25,NA,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,FALSE,FALSE
Murrieta,Riverside,92562,Low,89.07,0.6519685051631071,0.5115,0.4153,1403,0.75,0.24,9.47,0.19,0.42,0.77,0.06,0.07,0.18,0.21,33217575,3507235,24511284,104152671,0.37,39137347,51949869,21141103,26488358,39137347,40811157,45796411,57808136,43759671,0,119331843,154831742,6478385,7752281.29,18345675,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Napa,Napa,94559,Moderate,65.86,0.7790353151347466,0.6576000000000001,0.275,147,0.33,0.34,3.34,0.1,0.82,0.65,0.07,0.13,0.03,0.5,29029338,8681304,69756065,207581668,0.14,31783702,97795075,25188778,24882191,31783702,84016177,91591307,101435231,170584625,0,340317492,521838936,13915840,26425094.03,6342955,0.0522,0.087,58.99447811945594,135280,46018,88602,46726,39.7,0.4994982971399275,0.312,0.0010866351271437019,FALSE,TRUE
National City,San Diego,91950,Low,72.06,0.7251714669285065,0.6071,0.46,2328,0.69,0.29,6.16,0.07,1.07,0.69,0.1,0.17,0.05,0,40970296,6649278,28165153,96505371,0.05,41689180,60487547,37814021,39589001,41689180,51623027,54814126,59381004,102890709,0,240189637,347562482,9855385,16221745.17,5302749,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Needles,San Bernardino,92363,Low,87.32,0.6748090460761734,0.5012,0.37189999999999995,1391,0.77,0.72,2.34,0.15,0.18,0.79,0.02,0.04,0.06,0,1927950,825085,15273468,21205999,0.32,4242021,5475074,2454616,3103217,4242021,3763858,3824472,4886927,3914224,0,16107578,20401047,481955,806938.19,1241482,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Nevada City,Nevada,95959,Moderate,67.74,0.8550759617576464,0.7533,0.6951,99,0.23,0.51,2.94,0.11,0.52,0.74,0.05,0.1,NA,NA,1166448,397233,4666631,9172131,0.36,1043832,4482193,630837,591147,1043832,3910024,4047100,4726713,4753887,0,14922187,20102935,472514,906570.43,NA,0.0624,0.107,36.83088720065726,98591,43427,50145,39835,47.6,0.4944555277628687,0.327,0.0010041484516842309,FALSE,FALSE
Newark,Alameda,94560,Low,78.12,0.8130188885559002,0.6364,0.4833,1041,0.89,0.14,9.77,0.1,1.21,0.66,0.1,0.17,0.07,0.25,51071597,5227332,12046773,84629623,0.24,52084143,58488153,33751098,43606972,52084143,55337168,62207123,67243195,102628196,0,208892316,317103490,8277448,14615199.35,5898668,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Newman,Stanislaus,95360,Low,80.17,0.7125961812482189,0.5047,0.5289,447,0.53,0.04,3.9,0.06,0.41,0.72,0.09,0.07,NA,NA,3111238,798327,473719,13038898,0.03,2820369,5275003,2683501,2718927,2820369,4408689,4463456,4939389,5339334,0,14809385,20447917,1182568,959042.41,NA,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
Newport Beach,Orange,92660,Moderate,60.56,0.8640684252298959,0.6275,0.4654,2109,0.35,0.47,5.51,0.06,1.04,0.7,0.12,0.16,0.08,0.49,82021959,14893131,140767437,299956172,0.05,78681480,227139592,71147014,75449904,78681480,204374344,216516466,229812594,310482807,0,717578054,1024297484,34601724,49480174.91,22599722,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Norco,Riverside,92860,Low,87.35,0.6519685051631071,0.5115,0.4153,1403,0.89,0.74,6.18,0.12,0.36,0.7,0.03,0.05,0.17,0.49,17291632,2796491,39532898,53672151,0.23,17404159,19486812,11779031,12390363,17404159,18368765,19534565,23029386,19161645,0,47567310,67819009,1702778,2462745.72,9386580,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Norwalk,Los Angeles,90650,Moderate,68.46,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.35,0.26,3.69,0.06,0.51,0.71,0.05,0.08,0.32,0.17,17134678,4645225,26040173,100750461,0.02,16533047,47728088,15846406,15429547,16533047,44372786,46533016,49840784,51527350,0,136464806,191352842,4882298,8392700.13,32115869,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Novato,Marin,94945,Moderate,67.63,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.5,0.28,7.32,0.06,1.12,0.76,0.08,0.14,0.05,0.31,18544194,2532751,16324989,58949108,0,22329060,45019600,22456910,23089966,22329060,36945383,40063989,41161349,47508082,18251078,159937125,211372175,4520375,8334875.79,2994000,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,FALSE,TRUE
Oakdale,Stanislaus,95361,Moderate,69.22,0.7125961812482189,0.5047,0.5289,447,0.36,0.44,2.37,0.05,0.73,0.72,0.06,0.1,NA,NA,5042861,2131813,15428403,34862556,0.01,4947708,13679326,4889007,4398417,4947708,12134925,12218253,13180030,23453637,2064500,64384472,89723668,1970972,3602217.32,NA,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
Oakland,Alameda,94612,Moderate,46.22,0.8130188885559002,0.6364,0.4833,1041,0.23,0.55,2.91,0.1,1.55,0.66,0.14,0.18,0.65,0.02,516872000,177327000,716286000,1302902000,0.34,186848000,804512000,104322000,150083000,186848000,704726000,765882000,840434000,1654576000,365515000,3778922322,5750905053,184866000,235634415.82,840643000,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Oakley,Contra Costa,94561,Low,94.33,0.7539949308861223,0.6535,0.4758,854,0.79,0.32,9.66,0.05,0.05,0.83,0.03,0.04,NA,NA,12610828,1304966,12221409,38747066,0.13,11715132,14810999,9394999,11428720,11715132,13856790,15006026,15361305,1978129,0,11512173,13825820,1038446,1404485.84,0,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,TRUE,FALSE
Oceanside,San Diego,92054,Moderate,68.52,0.7251714669285065,0.6071,0.46,2328,0.42,0.24,10,0.06,0.66,0.76,0.07,0.11,0.02,0,71729586,7176506,90232061,378888030,0.03,66541009,157555180,64354478,56545263,66541009,135518722,140010179,152335806,228200865,23690000,757497609,997968236,25280547,40827823.16,5789268,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Ojai,Ventura,93023,Low,72.75,0.8138416978089583,0.6566,0.43520000000000003,602,0.41,0.02,2.66,0.04,0.39,0.73,0.05,0.06,0.29,0.11,3790589,1422941,292740,13239031,0.07,4118005,10073759,3613618,3640798,4118005,9518993,9426144,10290078,5148840,0,14592344,19962957,597954,732201.16,3819927,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Ontario,San Bernardino,91764,Moderate,66.8,0.6748090460761734,0.5012,0.37189999999999995,1391,0.33,0.32,2.94,0.13,0.51,0.71,0.06,0.04,0.5,0,76720178,26075189,174575975,538591858,0.04,84479102,258446573,80958888,68476315,84479102,194759294,224013641,245831986,272574383,0,781404931,1095504377,30827780,23162867.93,269554133,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Orange,Orange,92866,Moderate,56.05,0.8640684252298959,0.6275,0.4654,2109,0.32,0.14,5.37,0.06,1.38,0.71,0.12,0.21,0.17,0,33242359,6191169,27450255,191150857,0.04,38610758,120328298,35810692,34763378,38610758,112747293,111107475,124241260,262834144,0,651600161,923641303,23520033,39823117.4,32165125,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Orange Cove,Fresno,93646,Low,79.48,0.714652135684724,0.5144,0.4532,712,0.42,0.29,1.92,0.1,0.03,0.96,0.02,0.04,NA,NA,565386,293758,2465002,8590680,-0.14,1144267,2750419,1523949,1348316,1144267,2088851,2502192,2476567,241225,0,8534259,8930053,207115,381793.52,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,TRUE,FALSE
Orinda,Contra Costa,94563,Low,81.27,0.7539949308861223,0.6535,0.4758,854,0.73,1.54,4.59,0.09,NA,NA,NA,NA,0.01,0,11299816,2463269,51578327,33584384,0.23,10353791,14153551,6840309,8917186,10353791,13541440,14898308,16033072,NA,NA,NA,NA,NA,NA,488311,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,NA,FALSE
Orland,Glenn,95963,Moderate,64.71,0.7070241347905283,0.5722,0.3679,30,0.26,0.53,2.09,0.24,0.57,0.73,0.05,0.09,0.05,0,1249364,596683,5799175,10967201,0.46,1601867,6056998,750291,1086261,1601867,4109425,5459053,6199021,5742179,494900,16427043,22653371,588379,1030612.78,521090,0.1006,0.147,42.22249110320285,28100,30854,11648,34823,35.3,0.5046227153118555,0.154,0.0010676156583629894,FALSE,FALSE
Oroville,Butte,95965,Low,81.02,0.7693430199787061,0.6225,0.49439999999999995,159,0.7,0.13,3.71,0.18,0.87,0.72,0.06,0.12,0.07,0,9866922,2660539,3808714,29065641,0.42,9141880,13113686,4538168,6002676,9141880,12254747,13687991,16949139,21876231,3445000,61398845,85101137,1666606,3400613.06,1890869,0.0816,0.128,34.345245407845226,219777,31836,99078,35928,37.2,0.4951387468466626,0.24,7.234605986977709e-4,FALSE,FALSE
Oxnard,Ventura,93030,Moderate,51.7,0.8138416978089583,0.6566,0.43520000000000003,602,0.2,1.07,2.06,0.05,0.7,0.74,0.09,0.12,0.09,0,42276708,20513194,439205037,409383147,-0.14,31706495,161944010,45433494,29903896,31706495,145646208,144677250,159475918,285899875,0,857823904,1162483142,34996969,48330525.71,35880763,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Pacific Grove,Monterey,93950,Moderate,59.56,0.6775766701887825,0.562,0.588,184,0.46,0.32,9.37,0.05,1.61,0.7,0.09,0.17,0.11,0,9335018,995959,10718723,33105594,-0.01,11499203,25019427,11632102,11652288,11499203,21977796,22919219,24364830,39679281,13522530,99219624,141947101,2857889,5695389.41,3791445,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Pacifica,San Mateo,94044,Moderate,56.05,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.33,1.03,2.76,0.05,0.95,0.76,0.08,0.15,0.09,0,11481682,4154303,63748529,62179231,0.33,11048059,33614633,6309097,8550384,11048059,30436194,32332322,33731122,50094393,8955001,178545718,233556034,4826202,9174230.96,5819948,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Palm Desert,Riverside,92260,Low,93.32,0.6519685051631071,0.5115,0.4153,1403,1.32,0.06,8.08,0.08,0.31,0.75,0.04,0.05,0.03,0.81,84621229,10477230,6879048,112648199,0.05,82483674,62521590,74918565,79861454,82483674,56079870,59241399,64721710,34837580,0,101765740,136590663,4225204,5467764.4,3478672,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Palm Springs,Riverside,92263,Moderate,57.79,0.6519685051631071,0.5115,0.4153,1403,0.35,0.85,6.2,0.13,0.83,0.67,0.07,0.11,0.68,0,43839123,7070190,188144805,220546957,0.33,49622641,140260386,29551333,47290762,49622641,110625348,122045867,140127847,163631157,19607276,354359151,525218666,15641762,25323836.23,149759468,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Palmdale,Los Angeles,93550,Low,91.62,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.88,0.59,6.67,0.09,0.28,0.74,0.03,0.05,0,1.37,64815014,9722791,90137435,152166809,0.17,57868465,66099183,42456902,47752858,57868465,61219341,64428761,71960691,43218565,0,133679230,180642998,4112469,7499565.27,NA,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Palo Alto,Santa Clara,94303,Moderate,66.51,0.7060058122206997,0.6068,0.5729,1142,0.32,0.39,4.99,0.1,0.7,0.66,0.06,0.1,0.24,0.42,55139000,11039000,237059000,605560000,0.11,67568000,212806000,55398000,60297000,67568000,164400000,180084000,197079000,423896000,0,862869065,1305821363,37727000,61083238.1,147820000,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Palos Verdes Estates,Los Angeles,90274,Low,84.9,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.69,0.04,11.13,0.08,0.64,0.73,0.06,0.11,NA,NA,12995223,1167796,1022625,23563103,0.08,12508711,18196075,11123488,9796521,12508711,13748783,14206383,15929144,15061794,0,45119619,61595380,1367163,2654806.06,NA,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Paradise,Butte,95969,Moderate,48.38,0.7693430199787061,0.6225,0.49439999999999995,159,0.23,0.06,1.34,-0.01,1.65,0.71,0.06,0.16,0.54,0.02,7593834,5652629,1238005,19223155,0.25,2927792,12605450,1892966,2521411,2927792,12058020,12677964,11880903,21834378,9960293,57093239,80596854,1168177,3103789.83,10394086,0.0816,0.128,34.345245407845226,219777,31836,99078,35928,37.2,0.4951387468466626,0.24,7.234605986977709e-4,FALSE,FALSE
Paramount,Los Angeles,90723,Low,81.2,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.65,0.27,8.31,0.06,0.47,0.74,0.05,0.08,0.27,0.25,16667240,2004659,12220795,45603918,0.08,17389695,26592597,15177816,16322553,17389695,24994736,26701585,27791105,21361147,0,66505254,89324883,2094439,3781742.54,12276673,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Parlier,Fresno,93648,Moderate,56.44,0.714652135684724,0.5144,0.4532,712,-0.3,0.13,0,0.11,0.11,0.79,0.02,0.03,NA,NA,0,1514698,2028166,15508476,-0.11,-1296461,4265335,-1050586,-1184027,-1296461,3071314,3240565,3758379,1761742,0,7462258,9406428,263201,515995.62,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
Pasadena,Los Angeles,91109,Moderate,60.34,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.33,0.64,4.64,0.04,0.87,0.74,0.07,0.11,0.11,0.03,79328340,17085075,454329784,707599602,0.06,85479733,259692763,78220343,71326735,85479733,235523296,233028584,251535700,497111691,117488112,1468743716,1985409714,48681962,78559962.32,77001040,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Paso Robles,San Luis Obispo,93446,Moderate,65.99,0.8320743034055728,0.6917,0.5104,152,0.44,1.16,9.05,0.05,0.49,0.72,0.05,0.08,0.09,0.5,21599711,2387547,93823798,80672247,-0.03,23877861,54287673,26640410,32364562,23877861,39070551,39747475,42618330,39308480,0,104869180,145724766,4022900,6694695.66,7454618,0.0548,0.092,46.34423912435436,268145,38951,149202,40191,39.4,0.5117972380998305,0.315,5.668574838240504e-4,FALSE,FALSE
Patterson,Stanislaus,95363,Moderate,58.87,0.7125961812482189,0.5047,0.5289,447,0.4,1.9,1.58,0.13,0.18,0.78,0.03,0.04,0.23,0,6053734,3821873,87095667,45832847,-0.01,7798523,19318258,8024629,7317420,7798523,12963553,14107092,16452282,8394550,0,31658852,40776012,1501385,2036937.91,10697510,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
